"no","name","review","rating","link","respon"
"1","CHARM EAU DE TOILETTE","Baunya fuity dan floral sih, pertama cium sih bau rasberi sama melon, trus packaging nya lucuu,","5","https://shp.ee/2ktwuwx ","puas"
"2","CHARM EAU DE TOILETTE","Sdh diterima dgn baik, packing rapi, aman, barang lengkap. Pengiriman & pengemasan cepat, kurir pun OK. Kualitas barang sangat OK dan sesuai. Terima kasih banyak shopee & seller.","5","https://shp.ee/2ktwuwx ","puas"
"3","CHARM EAU DE TOILETTE","wanginya enak,kalem,pengemasan aman bgt,pengiriman cepat, terima kasih","5","https://shp.ee/2ktwuwx ","puas"
"4","CHARM EAU DE TOILETTE","Keras sekali wanginya, sampai bikin pusing","2","https://shp.ee/2ktwuwx ","kecewa"
"5","Cityscape perfume","Aroma nya cukup strong tapi enak banget setelah agak lama di semprot. Packaging juga ok banget krn material kaca jadi ada kardus nya.","5","https://shp.ee/v6b4jcn ","puas"
"6","Cityscape perfume","Bagus aku suka wanginya juga enak tahan lama harganya juga cukup lumayan standar aku suka","5","https://shp.ee/v6b4jcn ","puas"
"7","Cityscape perfume","lumayan si klo kalian suka yg soft"" fresh atau gampang pusing gitu g begitu rekomend tp lama"" enak","4","https://shp.ee/v6b4jcn ","puas"
"8","Cityscape perfume","Aku kurang suka sama wanginya, kukira wanginya bakal seger ternyata lebih ke manis","3","https://shp.ee/v6b4jcn ","puas"
"9","Cityscape perfume","Wanginya kalem, tapi kayanya terlalu byk alkohol, biasanya yg banyak alkoholnya wanginya gk tahan lama,","3","https://shp.ee/v6b4jcn ","puas"
"10","Cityscape perfume","Pengiriman buset lama amat orang banyar ongkir mahal","2","https://shp.ee/v6b4jcn ","kecewa"
"11","Cityscape perfume","untuk harga segini biasa sih, wanginya b aja tapi unik dan gak tahan lama, dikulit baju rambut cuma tahan 30menitan, ini aku dapet yang bersegel untungnya dulu dapet parfum yng gak bersegel dan kotaknya lusuh penjual malah nyalahin ekspedisi padahal salahnya orng gudang yang kirim barang jelek, ","2","https://shp.ee/v6b4jcn ","kecewa"
"12","Cityscape perfume","tidak suka wangi cepat hilang","2","https://shp.ee/v6b4jcn ","kecewa"
"13","Cityscape perfume","Sayang barang yg di kirim salah.. mohon maaf kasih bintangnya sedikit.","2","https://shp.ee/v6b4jcn ","kecewa"
"14","Cityscape perfume","Dikasih barang rusak. Ada yg kesumbat di selangnya sehingga parfumnya gabisa keluar. Udah coba segala cara masih gabisa. Sudah chat admin tapi cuma maaf aja. Nyesel bgt beli di miniso","1","https://shp.ee/v6b4jcn ","kecewa"
"15","Cityscape perfume","Produk bagus, cuma packingnya gak benar. Jd parfum smpai sama saya tinggal setengah botol lg.","1","https://shp.ee/v6b4jcn ","kecewa"
"16","Cityscape perfume","barangnya pecah","1","https://shp.ee/v6b4jcn ","kecewa"
"17","Cityscape perfume","Saya mesen nya yang lain, malah di kirim yang lain.","1","https://shp.ee/v6b4jcn ","kecewa"
"18","Cityscape perfume","wanginya ga tahan lama cuman kuat 3 jam di baju dan sekitar 1 jam di kulit. pengirimannya lama banget dan melebihi maksimal waktu pengiriman,","1","https://shp.ee/v6b4jcn ","kecewa"
"19","Cityscape perfume","barang pecah dibagian atas","1","https://shp.ee/v6b4jcn ","kecewa"
"20","Cityscape perfume","I don't like","1","https://shp.ee/v6b4jcn ","kecewa"
"21","Cityscape perfume","barangnya pecah","1","https://shp.ee/v6b4jcn ","kecewa"
"22","Cityscape perfume","Barang yang dikirim tidak sesuai pesanan","1","https://shp.ee/v6b4jcn ","kecewa"
"23","EDP British Pear Wild StrawberryÂ ","waktu itu pernah cobain wanginya di offline storenya wanginya enak banget dan tahan lama jadi pengen beli kalo di online store lebih murah","4","https://shp.ee/m2y7skq ","puas"
"24","EDP British Pear Wild StrawberryÂ ","Wanginya super strong pas pertama semprot. Wangi yang pasaran ternyata","4","https://shp.ee/m2y7skq ","puas"
"25","EDP British Pear Wild StrawberryÂ ","buat cewe2 yg girly banget aromanya ga cocok. ini kalau menurutku lebih maskulin.","4","https://shp.ee/m2y7skq ","puas"
"26","EDP British Pear Wild StrawberryÂ ","baru pertamakali nyoba dan wanginya soft. tahan lama sih, dipake di pergelangan tgn bahkan udh cuci tangan kena air pun wangi nya ttp ga ilang dan nempel terus. makin lama wanginya mulai soft kaya peach romance gitu, ga nyengat dan elegant bgt. pengemasan nya juga lumayan cpet","4","https://shp.ee/m2y7skq ","puas"
"27","EDP British Pear Wild StrawberryÂ ","Penggunaannya cocok untuk yang sering beraktifitas dalam ruangan karena lumayan cepat hilang","4","https://shp.ee/m2y7skq ","puas"
"28","EDP British Pear Wild StrawberryÂ ","Cepat hilang wanginya","4","https://shp.ee/m2y7skq ","puas"
"29","EDP British Pear Wild StrawberryÂ ","Kurang enak baunya","3","https://shp.ee/m2y7skq ","puas"
"30","EDP British Pear Wild StrawberryÂ ","Ga harum, nyengat gitu :) ga tahan lama :( ","3","https://shp.ee/m2y7skq ","puas"
"31","EDP British Pear Wild StrawberryÂ ","Kurang suka baunya, tak kasih ke suami","2","https://shp.ee/m2y7skq ","kecewa"
"32","EDP British Pear Wild StrawberryÂ ","Ekspektasi high dong karena ini EDP Limited Edition.. Tapi ga tau ya mungkin aku kedapatan sialnya dpt barang reject dari pabrik atau gimana ga paham tapi yang pasti ini wanginya ga ada.. ","1","https://shp.ee/m2y7skq ","kecewa"
"33","EDP TEA SERIES EAU DE PARFUMÂ ","Seneng belnja disini, ramah banget barangnya dipantau kaya dijagain gtu dari mulai packing sampai kerumah terus dikabrin, wanginya enak greentea bnget, ngg terlalu manis wanginya, seger kalo panas siang hari tuh malah enak, ngg pusing , pokonya suka deh","5","https://shp.ee/fcx3man","puas"
"34","EDP TEA SERIES EAU DE PARFUMÂ ","ternyata aroma teratas sangat kuat, orange dan lemonnya kuat bgt seperti pengharum mobil hehe kyanya bakal aku pake buat pengharum ruangan aja wkwk tea nya malah kya ga berasa aromanya barang dikirim sesuai pesanan, sampai dg aman, bubblewrap tebal bgt","5","https://shp.ee/fcx3man","puas"
"35","EDP TEA SERIES EAU DE PARFUMÂ ","Good quality! Affordable price! As a substitute scent when you are bored with the heavy scent.","5","https://shp.ee/fcx3man","puas"
"36","EDP TEA SERIES EAU DE PARFUMÂ ","wanginya enak banget agak powdery gitu. lumayan tahan lama kurang lebih 10 jam an. packagingnya bagus banget ada aksen kayunya. nanti kalo udah abis aku bakal beli lagi. terima kasih yaaa","5","https://shp.ee/fcx3man","puas"
"37","EDP TEA SERIES EAU DE PARFUMÂ ","Wanginya enak yg white tea tp ga ada unsur tehnya, malah lebih menonjol wangi citrus. Green tea wanginya enak setelah dipakai, wangi segar mirip citrus gitu","5","https://shp.ee/fcx3man","puas"
"38","EDP TEA SERIES EAU DE PARFUMÂ ","packing dan pengiriman aman ga ada cacat dan lumayan gercep. wanginya lebih ke seger floral ga bikin eneg sesuai namanya. rekomen kalo dibandingin harganya","4","https://shp.ee/fcx3man","puas"
"39","EDP TEA SERIES EAU DE PARFUMÂ ","Harga terjangkau, packing aman, wangi segar, ketahanan 3 sampai 4 jam","4","https://shp.ee/fcx3man","puas"
"40","EDP TEA SERIES EAU DE PARFUMÂ ","Kukira akan ada bau teh nya, ternyata baunya lebih ke seger buah2an. Yg white tea lebih kayak wangi jeruk buatku, dan aku lebih prefer ke yg green tea karena baunya lebih ringan.","4","https://shp.ee/fcx3man","puas"
"41","EDP TEA SERIES EAU DE PARFUMÂ ","Wangi awal sangat dominan citrus jadi wangi teh tidak terlalu terasa. Kurang cocok untuk acara formal","4","https://shp.ee/fcx3man","puas"
"42","EDP TEA SERIES EAU DE PARFUMÂ ","Pertama semprot, wanginya agak tajam. 1-2 menit wangi tehnya terasa, abis itu dry downnya yang kerasa di aku adalah wangi rerumputan, kayu cedar dan sedikit lemon. Botolnya cantik.","4","https://shp.ee/fcx3man","puas"
"43","EDP TEA SERIES EAU DE PARFUMÂ ","Baunya dominan lemon bukan tea","3","https://shp.ee/fcx3man","puas"
"44","EDP TEA SERIES EAU DE PARFUMÂ ","Parfum paling dibenci, mon maap ga ada white tea white tea. Cenderung mirip bau stella jeruk. Malah bikin enek Sejak kapan miniso punya parfum se seaneh itu aromanya. Omg...","3","https://shp.ee/fcx3man","puas"
"45","EDP TEA SERIES EAU DE PARFUMÂ ","Jujur wangi nya mirip stella jeruk. Tapi yaa tetep enak aja sih","3","https://shp.ee/fcx3man","puas"
"46","EDP TEA SERIES EAU DE PARFUMÂ ","Bau pewangi ruangan, kurang suka, maaf","3","https://shp.ee/fcx3man","puas"
"47","EDP TEA SERIES EAU DE PARFUMÂ ","White Tea = Kirain baunya white flower powdery, taunya Stella jeruk plek ketiplek. Openingnya harsh khas parfum mart. Green Tea = Low budget Elisabeth Arden dengan performa weak sampe skin scent. Notenya green citrucy. ","3","https://shp.ee/fcx3man","puas"
"48","EDP TEA SERIES EAU DE PARFUMÂ ","Beli mahal2 malah bocor parfum nya Smpi sini tinggal botol kosong deh Kecewa bgt","2","https://shp.ee/fcx3man","kecewa"
"49","EDP TEA SERIES EAU DE PARFUMÂ ","baunya nyengat bgt, kek pengharum ruangan. gaada bau2 tehnya, lebih ke asem lemon dan citrus. bikin puyengg","1","https://shp.ee/fcx3man","kecewa"
"50","EDT Crystal Diamond Perfume","packaging nya elegan, parfum nya wangi soft flower gitu tp agak strong diawal","4","https://shp.ee/5pgheek ","puas"
"51","EDT Crystal Diamond Perfume","Sesuai pesanan, wanginya strong bngt muda2han awet wanginya","4","https://shp.ee/5pgheek ","puas"
"52","EDT Crystal Diamond Perfume","Wangi bunganya dominan seperti di deskripsi, nggak terlalu menyengat banget. Tapi kalau buat aku yang lebih suka wangi seger dari buah agak kurang suka. Tapi overall boleh sih dicoba.","3","https://shp.ee/5pgheek ","puas"
"53","EDT Crystal Diamond Perfume","wanginya enak, lembut terus seger, packaging nya cantik, tapi ketahanan nya jelek, meskipun EDT tapi ga nyangka secepet itu hilang nya.","3","https://shp.ee/5pgheek ","puas"
"54","EDT Crystal Diamond Perfume","wanginya nyengat bgt,kurang suka bikin pusing pdhl 1x semprot aja","3","https://shp.ee/5pgheek ","puas"
"55","EDT Crystal Diamond Perfume","Pengemasan aman. Botol parfum lucu. Tapi wanginya biasa saja","3","https://shp.ee/5pgheek ","puas"
"56","EDT Crystal Diamond Perfume","Barangnya sesuai dengan pesanan. Cuman pengirimannya sangat lama. ","3","https://shp.ee/5pgheek ","puas"
"57","EDT Crystal Diamond Perfume","Kualitas di bawah standar, wangi tidak sampe 3 jam. Kecepatan pengiriman kurang, lama di proses pengemasan.","3","https://shp.ee/5pgheek ","puas"
"58","EDT Crystal Diamond Perfume","Suka dengan kemasan dan pengiriman yang sangat cepat dari shopee express. Kemasan parfum di bubble wrap dengan baik. Untuk ketahanan tidak sesuai dengan yang di deskripsi.","3","https://shp.ee/5pgheek ","puas"
"59","EDT Crystal Diamond Perfume","Gatau ini ori apa engga dari minisonya, so far wanginya lebih nyengat dari yang dulu pernah beli dan dari segi packaging udah beda banget","2","https://shp.ee/5pgheek ","kecewa"
"60","EDT Crystal Diamond Perfume","kemasannya penyok.. mungkin lain kalii bubble wrap nya lebih tebal lagii kalii ya ","2","https://shp.ee/5pgheek ","kecewa"
"61","EDT Crystal Diamond Perfume","Pengemasannya sangat lamaa","2","https://shp.ee/5pgheek ","kecewa"
"62","EDT Crystal Diamond Perfume","wanginya kurang enak menurut saya","2","https://shp.ee/5pgheek ","kecewa"
"63","EDT Crystal Diamond Perfume","yang satu tumpah Ampe kardusnya lepek, sisa setengah parfume nya, tolong lain kali dicek lagi","1","https://shp.ee/5pgheek ","kecewa"
"64","EDT Crystal Diamond Perfume","barang tidak sesuai","1","https://shp.ee/5pgheek ","kecewa"
"65","EDT Crystal Diamond Perfume","salah kirim barang","1","https://shp.ee/5pgheek ","kecewa"
"66","EDT Crystal Diamond Perfume","di foto 100 ml kirim nya 50 ml..wangi nya tdk tahan ..cpt hilang","1","https://shp.ee/5pgheek ","kecewa"
"67","Eternal Faith Lady Perfume","Wanginya enak banget, elegan gak kampungan, belanja di sini barangnya origina, jauh lebih murah drpd beli di Mal","5","https://shp.ee/m5w3ktv ","puas"
"68","Eternal Faith Lady Perfume","Terimakasih kak barang sudah mendarat dengan selamat. Beneran ini bau nya enak banget, seger tapi juga ada sedikit vanila nya, Jasmine nya juga gak mau kalah, ini beneran enak banget","5","https://shp.ee/m5w3ktv ","puas"
"69","Eternal Faith Lady Perfume","Produknya sesuai dengan harga. Cukup harum. Pengiriman cepat. Pengemasan yang sangat bagus. Menggunakan double bubble wrap. Jadi kemasan aman. Dibagian bungkus produk baunya lumayan menyengat.","5","https://shp.ee/m5w3ktv ","puas"
"70","Eternal Faith Lady Perfume","Wangi sih,tpi mudah hilang aroma nya","3","https://shp.ee/m5w3ktv ","puas"
"71","Eternal Faith Lady Perfume","Wanginya mewah , cuma sedikit boros pas digunakan","3","https://shp.ee/m5w3ktv ","puas"
"72","Eternal Faith Lady Perfume","awal semprotan baunya strong bgt. dan gak tahan lama seperti yg d review byk org.","3","https://shp.ee/m5w3ktv ","puas"
"73","Eternal Faith Lady Perfume","Maap baru kasih ulasan, dr bentuk udh mewah wangi nya enak tp syang ga tahan lama sma sekali ga sampe brjam jamðŸ˜­ðŸ˜­udh mahal2 beli alhasil mengecewakan","2","https://shp.ee/m5w3ktv ","kecewa"
"74","Eternal Faith Lady Perfume","Brng sngt bgs,wangi nya jg memuas kn,walau smpai nya agak lama","2","https://shp.ee/m5w3ktv ","kecewa"
"75","Eternal Faith Lady Perfume","Wanginya murahan umum","2","https://shp.ee/m5w3ktv ","kecewa"
"76","Eternal Faith Lady Perfume","Barang sudah sampai tapi tidak sesuai pesanan","2","https://shp.ee/m5w3ktv ","kecewa"
"77","Eternal Faith Lady Perfume","wangi kurang suka","2","https://shp.ee/m5w3ktv ","kecewa"
"78","Eternal Faith Lady Perfume","wangi enak tidak pasaran. kalem. namun wangi langsung hilang dalam 10menit. ngerti sih edt bukan edp, tapi body mist aja ga langsung ilang baunya kayak gini.","2","https://shp.ee/m5w3ktv ","kecewa"
"79","Eternal Faith Lady Perfume","Baunya menyengat kurang suka","2","https://shp.ee/m5w3ktv ","kecewa"
"80","Eternal Faith Lady Perfume","Wangi tidak terasa, pengiriman oleh penjual terlambat","1","https://shp.ee/m5w3ktv ","kecewa"
"81","Eternal Faith Man Perfume","Wanginya enak. Seger. Pengiriman rapi dan aman","5","https://shp.ee/h5qqz6m ","puas"
"82","Eternal Faith Man Perfume","Barang nya bagus. Packaging juga sangat aman. Kurirnya sangat ramah. Penjual juga sangat ramah. Sangat beruntung belanja di toko ini. ","5","https://shp.ee/h5qqz6m ","puas"
"83","Eternal Faith Man Perfume","wanginya adem gak menyengat berasa fresh terus cocok buat kerja di office yg beruangan AC wanginya makin tahan lama","5","https://shp.ee/h5qqz6m ","puas"
"84","Eternal Faith Man Perfume","Aroma Harum nya segar. Lumayan tahan lama. Produk Original berkualitas baik.","5","https://shp.ee/h5qqz6m ","puas"
"85","Eternal Faith Man Perfume","Kualitas barang oke, wangi cocok dengan saya, pengiriman tepat waktu, respon penjual baik.","4","https://shp.ee/h5qqz6m ","puas"
"86","Eternal Faith Man Perfume","Wanginya enak tapi tidak tahan lama","4","https://shp.ee/h5qqz6m ","puas"
"87","Eternal Faith Man Perfume","wanginya tidak tahan lama","4","https://shp.ee/h5qqz6m ","puas"
"88","Eternal Faith Man Perfume","wanginya ga bertahan lama cuma 1 jam udah hilang","3","https://shp.ee/h5qqz6m ","puas"
"89","Eternal Faith Man Perfume","proses packing lama banget, packing paketnya juga cuma dibubble wrap dan diplastik aja,","3","https://shp.ee/h5qqz6m ","puas"
"90","Eternal Faith Man Perfume","Wangi kurang tahan lama, hanya tahan 1 jam, perlu dipakai berulang-ulang","2","https://shp.ee/h5qqz6m ","kecewa"
"91","Eternal Faith Man Perfume","wanginya tidak tahan lama, alkohol, aromanya sangat soft","2","https://shp.ee/h5qqz6m ","kecewa"
"92","Eternal Faith Man Perfume","Barang yang dikirim tidak sesuai pesanan","2","https://shp.ee/h5qqz6m ","kecewa"
"93","Eternal Faith Man Perfume","Pengiriman lama ","2","https://shp.ee/h5qqz6m ","kecewa"
"94","Eternal Faith Man Perfume","strong di awal, wanginya pasaran kayak wangi parfum Gatsby, saya kira wanginya kalem karena floral, tapi ternyata nyengat","2","https://shp.ee/h5qqz6m ","kecewa"
"95","Eternal Faith Man Perfume","Bau gak sesuai di aku dan buat kepala pusing","1","https://shp.ee/h5qqz6m ","kecewa"
"96","Eternal Faith Man Perfume","Barang yang dikirim tidak sesuai pesanan","1","https://shp.ee/h5qqz6m ","kecewa"
"97","Garden of Mirror Parfum Eau De Parfum","barang cepet sampai, kemasan rapi dan aman buble wrap dan kardus.","5","https://shp.ee/kp5hnu4 ","puas"
"98","Garden of Mirror Parfum Eau De Parfum","wanginya elegan","5","https://shp.ee/kp5hnu5","puas"
"99","Garden of Mirror Parfum Eau De Parfum","Wanginya ternyata strong yah, ku kira agak soft. Milih ini krna eau de parfum jd biar tahan lama.","4","https://shp.ee/kp5hnu6","puas"
"100","Garden of Mirror Parfum Eau De Parfum","Aku suka banget wangi parfum nya, gak terlalu menyengat, tapi wangi nya tahan lama","4","https://shp.ee/kp5hnu7","puas"
"101","Garden of Mirror Parfum Eau De Parfum","pengiriman terlalu lama","3","https://shp.ee/kp5hnu8","puas"
"102","Garden of Mirror Parfum Eau De Parfum","Pengiriman cepat, packaging aman, wanginya enak maskulin sekali","3","https://shp.ee/kp5hnu9","puas"
"103","Garden of Mirror Parfum Eau De Parfum","Botol nya bagus untuk wangi nya masih kurang","3","https://shp.ee/kp5hnu10","puas"
"104","Green Tea Perfume Â ","Untuk parfume nya, wanginya lembut dan segar namun juga sedikit manis. Suka bangetðŸ¥° Pengemasannya sangat baik dan amanðŸ‘ðŸ‘ðŸ‘ Pengirimannya juga lumayan cepat.","4","https://shp.ee/isbiss6 ","puas"
"105","Green Tea Perfume Â ","Di deskripsi kayaknya masih kurang lengkap soal deskripsi wanginya. Ternyata wanginya nggak ""greentea"" banget yaa. Udah berekspektasi tinggi ternyata nggak sama hehe. Agak ketar katir solanya isi parfum kok packingnya cuma plastik, walaupun ada buble wrap tebel tadi nggak ada tulisan barang pecah. Kalo misal barang pecah di tengah jalan apa gimana","4","https://shp.ee/isbiss7","puas"
"106","Green Tea Perfume Â ","Ternyata gak terlalu enak aromanya, ga terlalu sukaðŸ˜‚ tapi packing nya bagus produk aman ðŸ‘ðŸ»","4","https://shp.ee/isbiss8","puas"
"107","Green Tea Perfume Â ","Wangi awal agak tercium alkohol, dry downnya cukup enak. Fresh, seperti ada wangi timun. Untuk wangi teh tidak terlalu dominan","4","https://shp.ee/isbiss9","puas"
"108","Green Tea Perfume Â ","Green tea nya ga berasa sama sekali, utk pecinta green tea kurang cocok sih,tp wanginya soft yaaa lumayan lah","3","https://shp.ee/isbiss10","puas"
"109","Green Tea Perfume Â ","Baunya ga sesuai ekspektasi sih, kirain bakal segar dan soft gitu, ternyata terlalu tajam dan menyengat di hidung aku, mungkin karna kebanyakan alkoholnya","3","https://shp.ee/isbiss11","puas"
"110","Green Tea Perfume Â ","Buat EDP harga segini ya lumayan sih, mirip mirip parfum wardah. Seger kok, cuma masih kecium bau alkoholnya. Kalo dibadan ketahanannya gak lama, kalo dibaju lebih mendingan. Dan pengemasannya lamaaaaa banget","3","https://shp.ee/isbiss12","puas"
"111","Green Tea Perfume Â ","Ini aku samaain sm beli ditoko kok beda ya ini lebih dingin kyk lebih bnyk alkohol ny pantes harga ny lebih murah masf ya diksh bintang3 , wangi si wangi","3","https://shp.ee/isbiss13","puas"
"112","Green Tea Perfume Â ","Aromanya kok ga jelas gini ya... Kyknya Krn kebanyakan alkohol.","2","https://shp.ee/isbiss14","kecewa"
"113","Green Tea Perfume Â ","wangi nya tidak enak beda dgn green tea yg saya pakai,kirain sama","1","https://shp.ee/isbiss15","kecewa"
"114","Green Tea Perfume Â ","ga cocok wangi nya","1","https://shp.ee/isbiss16","kecewa"
"115","Green Tea Perfume Â ","ga begitu wangi","1","https://shp.ee/isbiss17","kecewa"
"116","Green Tea Perfume Â ","Katanya non alkohol tapi komposisinya ada alkohol","1","https://shp.ee/isbiss18","kecewa"
"117","Green Tea Perfume Â ","Packing jelek. Gak safety. Parfum tumpah. Bad service","1","https://shp.ee/isbiss19","kecewa"
"118","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","baunya enak, fresh bgt dipakai di baju. ketahanan 3-6 jam. bisa dibawa kemana-mana krna ukurannya kecil","5","https://shp.ee/jt6gtae ","puas"
"119","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wanginya soft bgt sukaaa, pengiriman juga cepet dan kurirnya ramahh","5","https://shp.ee/jt6gtae ","puas"
"120","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Packing aman, double bubble wrap. Untuk yang suka wangi segar buah ini cocok. Tahan lama juga parfumnya","4","https://shp.ee/jt6gtae ","puas"
"121","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wangi enak pengiriman sangat cepat packing aman harga terjangkau Semoga bisa kebeli varian yang lainnya. sukses selalu.","4","https://shp.ee/jt6gtae ","puas"
"122","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Kecil banget ternyata...tp barang sampe dg aman..makasi banyak..ini pertama kali nyoba. Wanginya cukup harum","4","https://shp.ee/jt6gtae ","puas"
"123","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Baru aja beli ini parfum enak banget wanginya, tahan lama juga","4","https://shp.ee/jt6gtae ","puas"
"124","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wangi tahan berjam jam. Baunya sweet soft. Awalnya bau alkohol bgt. Tapi lama2 soft dan melekat. Buatku aku kurang cocok dg aroma seperti ini.","4","https://shp.ee/jt6gtae ","puas"
"125","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Baunya familiar gitu, seger seger gimana gitu. Dari segi packing aman","4","https://shp.ee/jt6gtae ","puas"
"126","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Packaging nya bagus, cuma kurang suka sama wanginya nyengat bgt","4","https://shp.ee/jt6gtae ","puas"
"127","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Baunya enak packinganya rapi pakek bubble wrap, tapi sayang masih bisa pecah ","3","https://shp.ee/jt6gtae ","puas"
"128","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wanginya cuma sesaat Tidak tahan lama Packing bagus","3","https://shp.ee/jt6gtae ","puas"
"129","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wangi segar, cuma agak kurang suka sama wanginya.","3","https://shp.ee/jt6gtae ","puas"
