"no","name","review","rating","link","respon"
"130","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Sebenarnya bagus sih, wanginya juga soft dan ga kontraks gtu tapi sayangnya pake alkohol ternyata:","3","https://shp.ee/jt6gtae ","puas"
"131","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","pas dibuka kardus sudah basah, isi tinggal setengah tidak full, baru pertama kali beli yang varian heartful","2","https://shp.ee/jt6gtae ","kecewa"
"132","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Keterangan dengan produk tidak sesuai EDP ternyata EDT","2","https://shp.ee/jt6gtae ","kecewa"
"133","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Aromanya gak sesuai perkiraanku. Buatku ini nyegrak banget dan bikin pusing","2","https://shp.ee/jt6gtae ","kecewa"
"134","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Produk bagus tapi isi kemasan tumpah karena tidak ada bubble wrap dan tidak diberi label fragile","2","https://shp.ee/jt6gtae ","kecewa"
"135","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Gak tahan lama. beberapa menit udah ilang. tp klaim tahan beberapa jam","2","https://shp.ee/jt6gtae ","kecewa"
"136","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Pas dibuka parfum nya udh abis karna ternyata pecah. Kardus nya udh basah. Dari kardus nya udh kecium wangi parfum nya. Gak di bungkus bubble wrap lag","1","https://shp.ee/jt6gtae ","kecewa"
"137","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","beli parfum yang datang tas","1","https://shp.ee/jt6gtae ","kecewa"
"138","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","barang yg saya terima tidak lengkap","1","https://shp.ee/jt6gtae ","kecewa"
"139","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","barangnya pecah","1","https://shp.ee/jt6gtae ","kecewa"
"140","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Pengirimannya gak bagus, packingnya jelek karena bubble wrapnya gak tertutup secara baik akhirnya PARFUM BOCOR BANYAK pokoknya tingkatkan lagi deh packingnya ","1","https://shp.ee/jt6gtae ","kecewa"
"141","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Parfum tidak sewangi biasanya. Baunya lebih soft banget. Biasa dipakai 1x langsung tercium tetapi yang ini sudah berapa kali semprot tidak tercium","1","https://shp.ee/jt6gtae ","kecewa"
"142","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Barang gak sampai parfum saya dua duanya gak sampai yg sampai cuma rantangnya aja kecewa bgt saya","1","https://shp.ee/jt6gtae ","kecewa"
"143","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Barang nyampe ud gak ad isinya, pecah","1","https://shp.ee/jt6gtae ","kecewa"
"144","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","barang tidak diterima","1","https://shp.ee/jt6gtae ","kecewa"
"145","Hero Eau De Parfum ","Barang di Terima dlm keadaan baik, wanginya tahan lama","5","https://shp.ee/mibyues ","puas"
"146","Hero Eau De Parfum ","Enak wanginya, segar dan maskulin gitu. Cukup tahan lama","5","https://shp.ee/mibyues ","puas"
"147","Hero Eau De Parfum ","Pertama di semprot strong bgt...tapi lama2 enak wanginya...","5","https://shp.ee/mibyues ","puas"
"148","Hero Eau De Parfum ","Wangi parfumnya emang tahan lama, tapi gak terlalu kecium kecuali dideketin baru kecium","4","https://shp.ee/mibyues ","puas"
"149","Hero Eau De Parfum ","Cocok Untuk yang suka keringetan, bau menyengat agak kurang soft ketika terhirup hidung. Untuk saran mending ambil varian lain Untuk packing aman, pengiriman aman","4","https://shp.ee/mibyues ","puas"
"150","Hero Eau De Parfum ","Aroma woody, saat pertama di-spray akan terkesan bald, namun dry down ada muncul sedikit sweetness terutama ketika terkena cahaya matahari. Longetivity cukup baik, di saya bisa 3-4 jam (kulit","4","https://shp.ee/mibyues ","puas"
"151","KNIGHTS TALE EAU DE TOILETTE","Produk sampai dengan aman, pengemasan aman sekali, pengiriman cepat, pihak miniso selalu update perjalanan produknya ke customernya, senang beli disini, terima kasih","5","https://shp.ee/92nmx4v ","puas"
"152","KNIGHTS TALE EAU DE TOILETTE","Perfume nya fresh gitu,cocok untuk pria aku suka","5","https://shp.ee/92nmx4v ","puas"
"153","KNIGHTS TALE EAU DE TOILETTE","aroma segar, smeoga bisa tahan seharian. pengiriman aman","5","https://shp.ee/92nmx4v ","puas"
"154","KNIGHTS TALE EAU DE TOILETTE","Parfumnya pertama disemprot wanginya strong tp agak lama enak wanginya","5","https://shp.ee/92nmx4v ","puas"
"155","KNIGHTS TALE EAU DE TOILETTE","packaging sangat aman, wanginya enak banget. semoga awet","5","https://shp.ee/92nmx4v ","puas"
"156","KNIGHTS TALE EAU DE TOILETTE","Kecepatan pengemasan dan pengiriman sangat cepat. Barang dikemas dengan baik. Produk sesuai pesanan. ","5","https://shp.ee/92nmx4v ","puas"
"157","KNIGHTS TALE EAU DE TOILETTE","Kemasan bagus, botol bagus, semprotan bagus, bau objektif, desain lumayan","4","https://shp.ee/92nmx4v ","puas"
"158","KNIGHTS TALE EAU DE TOILETTE","sprayer tidak bisa digunakan","2","https://shp.ee/92nmx4v ","kecewa"
"159","KNIGHTS TALE EAU DE TOILETTE","Parfum sekelas miniso dan brand besar parfum ny bad banget si masa baru dipake dan udah disemprotin banget ga nyampe 20 menit wangi parfumnya udah ilang","1","https://shp.ee/92nmx4v ","kecewa"
"160","Magnificent Life Lady Perfume","bagus banget sesuai dan packaging juga aman dan teball ini harum nya manis sukaa","5","https://shp.ee/5j5g76r ","puas"
"161","Magnificent Life Lady Perfume","Good cocok bau harum wangi","5","https://shp.ee/5j5g76r ","puas"
"162","Magnificent Life Lady Perfume","Wangiii nya maniiss Mayan enak Elegan bgt kemasannya Tapi pengiriman lamaa bgt","4","https://shp.ee/5j5g76r ","puas"
"163","Magnificent Life Lady Perfume","Wangi tahan kurang lebih 3-4 jam di Indoor, untuk wangi manis , rekomendasi untuk ciwi yang suka aroma manis, wangi mirip dengan parfume vit*lis botol p*nk, sweet gitu, semprot sedikit uda kecium wangi kurang lebih Jarak 2 meter terasa ","4","https://shp.ee/5j5g76r ","puas"
"164","Magnificent Life Lady Perfume","Aromanya lembut dan harum, harganya terjangkau Cocok dipakai setiap hari, lumayan tahan lama lah","4","https://shp.ee/5j5g76r ","puas"
"165","Magnificent Life Lady Perfume","Wangi,seger,lumayan awet ternyata...tp kurang nguar baunya","4","https://shp.ee/5j5g76r ","puas"
"166","Magnificent Life Lady Perfume","Baunya manisss gak menyengat , packing amannn pake bangett","4","https://shp.ee/5j5g76r ","puas"
"167","Magnificent Life Lady Perfume","Kurang suka parfumnya. Sama Kya yang di toko2 swalayan.","3","https://shp.ee/5j5g76r ","puas"
"168","Midnight Gentleman ","Suka dengan wangi nya lembut.. Pengemasan nya rapi ","5","https://shp.ee/jbpdc3d ","puas"
"169","Midnight Gentleman ","Produknya di terima dgn baik, packingnya luar biasa.. bubble wrapnya tebel bangett, wanginya enakk.. lumayan awet juga.. harganya juga murah","5","https://shp.ee/jbpdc3d ","puas"
"170","Midnight Gentleman ","Wangi parfumnya, pengiriman cepat barang aman , packing aman","4","https://shp.ee/jbpdc3d ","puas"
"171","Midnight Gentleman ","Wanginya soft,, gak terlalu wangi.","3","https://shp.ee/jbpdc3d ","puas"
"172","Midnight Gentleman ","pengiriman sangat lambat","3","https://shp.ee/jbpdc3d ","puas"
"173","Midnight Gentleman ","Bau gak tahan lama terasa banyak alkohol ","3","https://shp.ee/jbpdc3d ","puas"
"174","Midnight Gentleman ","baunya tidak tahan lama","3","https://shp.ee/jbpdc3d ","puas"
"175","Mountain Night Mystic Eau De Toilette","Packing sangat aman dilengkapi bublewrap yg sangat tebal, baunya sperti parfum mahal, cukup manis dan soft, enak banget baunya ketika di ruangan ber ac","5","https://shp.ee/ipjnzqt ","puas"
"176","Mountain Night Mystic Eau De Toilette","Pengemasan aman, pengiriman cepat. Wanginya seger dan cocok untuk cowo/cewe.wanginya tahan seharian","5","https://shp.ee/ipjnzqt ","puas"
"177","Mountain Night Mystic Eau De Toilette","Sangat enak wanginya, lembut dan beraroma istimewa","5","https://shp.ee/ipjnzqt ","puas"
"178","Mountain Night Mystic Eau De Toilette","Wangi nya lembut enak","5","https://shp.ee/ipjnzqt ","puas"
"179","Mountain Night Mystic Eau De Toilette","Wanginya mewah, cukup khas, tapi tidak terlalu istimewa karena mungkin wanginya bisa di temukan di merk parfum lain.. segar dan cukup manis fruity, projektion nya biasa aja,jarak dekat baru bisa kecium,tapi cukup tahan lama untuk seharga parfum nya","4","https://shp.ee/ipjnzqt ","puas"
"180","Mountain Night Mystic Eau De Toilette","Wangi segar packing aman","4","https://shp.ee/ipjnzqt ","puas"
"181","Mountain Night Mystic Eau De Toilette","Sayang nya ga tahan lama , 2 jam sudah mulai hilang wangi nyaa","4","https://shp.ee/ipjnzqt ","puas"
"182","Mountain Night Mystic Eau De Toilette","Awal nya strong tp lama lama down dry lebih ke caramel & little bit vanilla","4","https://shp.ee/ipjnzqt ","puas"
"183","Mountain Night Mystic Eau De Toilette","wanginya enak si ada manis2nya,cuma kyaknya lama2 wanginya agak kemanisan buat saya","4","https://shp.ee/ipjnzqt ","puas"
"184","Mountain Night Mystic Eau De Toilette","Baunya manis tapi tidak tahan lama wanginya","4","https://shp.ee/ipjnzqt ","puas"
"185","Mountain Night Mystic Eau De Toilette","Wangi biasa aja, sesuai harga","4","https://shp.ee/ipjnzqt ","puas"
"186","Mountain Night Mystic Eau De Toilette","wanginya kurang tahan lama","4","https://shp.ee/ipjnzqt ","puas"
"187","Mountain Night Mystic Eau De Toilette","Aromanya wangi banget tapi sayang tidak tahan lama","3","https://shp.ee/ipjnzqt ","puas"
"188","Mountain Night Mystic Eau De Toilette","cepat luntur wanginya enggak tahan lama padahal pemakaian indoor s","3","https://shp.ee/ipjnzqt ","puas"
"189","Mountain Night Mystic Eau De Toilette","Harum ketika di semprotkan, dan sangat cepat hilang aroma nya apalagi ketika terkena udara sangat cepat hilangnya","3","https://shp.ee/ipjnzqt ","puas"
"190","Mountain Night Mystic Eau De Toilette","aroma biasa aja, ketahanan jelek","2","https://shp.ee/ipjnzqt ","kecewa"
"191","Mountain Night Mystic Eau De Toilette","ketahanan nya cuman sebentar itu sekitar 2 jam outdor dan sekitar 3 jam indor. but price determines value. Untuk worth it dengan harga segitu dan wanginya elegan.","2","https://shp.ee/ipjnzqt ","kecewa"
"192","Mountain Night Mystic Eau De Toilette","Sedikit tumpah, packaging kurang aman.","2","https://shp.ee/ipjnzqt ","kecewa"
"193","Mountain Night Mystic Eau De Toilette","pesanan tidak sesuai","1","https://shp.ee/ipjnzqt ","kecewa"
"194","Mountain Night Mystic Eau De Toilette","botol kosong tidak ada isinya","1","https://shp.ee/ipjnzqt ","kecewa"
"195","Mountain Night Mystic Eau De Toilette","salah kirim alamat","1","https://shp.ee/ipjnzqt ","kecewa"
"196","Mystic Eau De Toilette Parfum","Ketahanan kurang lebih 3-4 jam di kulit, karna memang eau de toilette jadi wajar... Overall suka sih sama aromanya meski masih sedikit agak familiar tapi dengan harga segini oke laah","5","https://shp.ee/sxqfia9 ","puas"
"197","Mystic Eau De Toilette Parfum","Paketnya udah sampai dengan aman tanpa ada kerusakan.. mantap.. wanginya tahan lama.. kurirnya juga ramah.. trima kasih ya.","5","https://shp.ee/sxqfia10","puas"
"198","Mystic Eau De Toilette Parfum","Thanks ya paket sudah sampai dengan selamat dan sesuai pesanan, wanginya enak dan segerr","5","https://shp.ee/sxqfia11","puas"
"199","Mystic Eau De Toilette Parfum","baunya nyengat bgt","3","https://shp.ee/sxqfia12","puas"
"200","Mystic Eau De Toilette Parfum","Aromanya jasmine banget, ketahanan kurang","3","https://shp.ee/sxqfia13","puas"
"201","Mystic Eau De Toilette Parfum","Barang bagus rapih tpi sayang wanginya cuma sebentar nggga nyampe sejam","3","https://shp.ee/sxqfia14","puas"
"202","Mystic Eau De Toilette Parfum","Parfumnya gak tahan lama","2","https://shp.ee/sxqfia15","kecewa"
"203","Mystic Eau De Toilette Parfum","wanginya kurang enak, kemasannya lumayan","2","https://shp.ee/sxqfia16","kecewa"
"204","Mystic Eau De Toilette Parfum","Wangi nya kurang mungkin karna kebanyakan alkohol","2","https://shp.ee/sxqfia17","kecewa"
"205","Mystic Eau De Toilette Parfum","produk yang dikirim tidak sesuai pesanan","1","https://shp.ee/sxqfia18","kecewa"
"206","Ocean Breeze Mystic Eau De Toilette","wanginya segar, tahan lama, botolnya elegan","5","https://shp.ee/8hvt3gt ","puas"
"207","Ocean Breeze Mystic Eau De Toilette","baunya enak","5","https://shp.ee/8hvt3gt ","puas"
"208","Ocean Breeze Mystic Eau De Toilette","parfumnya segar, pengiriman dan packaging juga bagus","5","https://shp.ee/8hvt3gt ","puas"
"209","Ocean Breeze Mystic Eau De Toilette","Barang sudah sampai langsung di coba wangi enak dan tahan lama oke deh cocok buat pria","5","https://shp.ee/8hvt3gt ","puas"
"210","Ocean Breeze Mystic Eau De Toilette","Aroma nya enak banget sesuai dengan nama nya ocean breeze, semoga aroma nya tahan lama. Packaging juga ok banget material kaca jadi ada kardus nya. ","5","https://shp.ee/8hvt3gt ","puas"
"211","Ocean Breeze Mystic Eau De Toilette","Kemasan bagus, packing aman dan produk terlindungi. Aroma parfum bagus dan wangi, ","4","https://shp.ee/8hvt3gt ","puas"
"212","Ocean Breeze Mystic Eau De Toilette","barangnya udah sampe dan jujur dari looknya kayanya bagus, sellernya juga ramah dan super kasih info kalo barang lagi ada dimana mananya, buat kurir juga cepet banget, top deh","4","https://shp.ee/8hvt3gt ","puas"
"213","Ocean Breeze Mystic Eau De Toilette","desainnya elegan banget. dan entah kenapa parfum cowo itu wanginya bisa tahan lama, parfum cewe gabisa walaupun sama sama eau de toilette :"") buat aku, aromanya kurang sih. tapi mungkin bagi cowo, ini wanginya glamour gitu","4","https://shp.ee/8hvt3gt ","puas"
"214","Ocean Breeze Mystic Eau De Toilette","Pengiriman cukup cepat, wanginya enak bertahan kiraÂ² 3 jam","4","https://shp.ee/8hvt3gt ","puas"
"215","Ocean Breeze Mystic Eau De Toilette","Isinya lumayan banyak, suka packaginya kelihatan elegan. Aroma soft menurutku ga terlalu menyengat. Tp standart aj baunya, kurang seger","4","https://shp.ee/8hvt3gt ","puas"
"216","Ocean Breeze Mystic Eau De Toilette","Baunya terlalu nyengat.","3","https://shp.ee/8hvt3gt ","puas"
"217","Ocean Breeze Mystic Eau De Toilette","Nyengat banget si ini bukan yg bau soft baunya bau galak gitu","3","https://shp.ee/8hvt3gt ","puas"
"218","Ocean Breeze Mystic Eau De Toilette","pengirimannya lama","3","https://shp.ee/8hvt3gt ","puas"
"219","Ocean Breeze Mystic Eau De Toilette","wangi parfumnya tidak tahan lama","2","https://shp.ee/8hvt3gt ","kecewa"
"220","Ocean Breeze Mystic Eau De Toilette","salah produk","1","https://shp.ee/8hvt3gt ","kecewa"
"221","Ocean Breeze Mystic Eau De Toilette","wanginya menyengat, sekali semprot wanginya manis banget","1","https://shp.ee/8hvt3gt ","kecewa"
"222","Ocean Breeze Mystic Eau De Toilette","tidak wangi sama sekali kebanyakan alkohol, hanya tahan setengah jam","1","https://shp.ee/8hvt3gt ","kecewa"
"223","Ocean Breeze Mystic Eau De Toilette","wanginya beda sama yang dulu","1","https://shp.ee/8hvt3gt ","kecewa"
"224","Ocean Breeze Mystic Eau De Toilette","awful product","1","https://shp.ee/8hvt3gt ","kecewa"
"225","Ocean Breeze Mystic Eau De Toilette","Wangi tidak terasa, pengiriman oleh penjual terlambat","1","https://shp.ee/8hvt3gt ","kecewa"
"226","Perfume Ballerina","Pengiriman cepat, wangi nya jg enak, segar, gak terlalu menyengat","5","https://shp.ee/xr2nqb5 ","puas"
"227","Perfume Ballerina","wanginya enak banget, pengirimannya juga cepat.","5","https://shp.ee/xr2nqb6","puas"
"228","Perfume Ballerina","Setelah nyoba di pake, wanginya ga tahan lama. Trs wanginya cuma kecium sama diri sendiri","3","https://shp.ee/xr2nqb7","puas"
"229","Perfume Ballerina","Gak tahan lama tidak seperti yang dibilang kena keringat tambah wangi!! Yg ada sbntar aj ud hilang wanginya..","3","https://shp.ee/xr2nqb8","puas"
"230","Perfume Ballerina","Baunya enak sih tpi nga tahan lama 30 menit baunya sudah hilang","2","https://shp.ee/xr2nqb9","kecewa"
"231","Perfume Ballerina","Baunya enak sih tpi nga tahan lama 30 menit baunya sudah hilang","2","https://shp.ee/xr2nqb10","kecewa"
"232","Perfume Ballerina","Pengiriman lama banget","2","https://shp.ee/xr2nqb11","kecewa"
"233","Perfume Ballerina","Parfum bocor dan yang tumpah banyak banget","2","https://shp.ee/xr2nqb12","kecewa"
"234","Perfume Ballerina","pengirimannya lama","2","https://shp.ee/xr2nqb13","kecewa"
"235","Perfume Ballerina","wanginya ga tahan lama","2","https://shp.ee/xr2nqb14","kecewa"
"236","Perfume Ballerina","Barang yang dikirim tidak sesuai pesanan","1","https://shp.ee/xr2nqb15","kecewa"
"237","Perfume Harmony","Parfumnya sampe dengan selamat aman juga dilapisi bubble wrap yg tebel, wanginya enak sih seger gituu","5","https://shp.ee/cusbn5v ","puas"
"238","Perfume Harmony","wangi nya seger seger manis gitu, cocok si buat semua cewe","5","https://shp.ee/cusbn5v ","puas"
"239","Perfume Harmony","baru pertama kali beli, semoga wanginya harum, tahan lama, dan kecil enak dibawa kemana mana. terima kasih.","5","https://shp.ee/cusbn5v ","puas"
"240","Perfume Harmony","Wanginya enak kek girly2 gt , tp ga begitu tahan lama sih. Minusnya dari packing lama bange","3","https://shp.ee/cusbn5v ","puas"
"241","Perfume Harmony","Barang nya bagus tapi pengiriman nya sangat lamaaa banget ","3","https://shp.ee/cusbn5v ","puas"
"242","Perfume Harmony","Paket sampai dengan selamat dan keadaan rapi. Pengiriman agak lama. The pure one smells like cheap parfume.","3","https://shp.ee/cusbn5v ","puas"
"243","Perfume Harmony","Kurang enak baunyaa ","3","https://shp.ee/cusbn5v ","puas"
"244","Perfume Harmony","Packing nya kurang baguss, bisa tinggal setengah kotak nya basah karena tumpah","2","https://shp.ee/cusbn5v ","kecewa"
"245","Perfume Harmony","Wanginya kurang enak sakit hidungku buatnya","2","https://shp.ee/cusbn5v ","kecewa"
"246","Perfume Harmony","baunya gak enak","2","https://shp.ee/cusbn5v ","kecewa"
"247","Perfume Harmony","Wanginya gak tahan lama udah gt gak enak baunya","2","https://shp.ee/cusbn5v ","kecewa"
"248","Perfume Harmony","wanginya gak awer","2","https://shp.ee/cusbn5v ","kecewa"
"249","Perfume Harmony","wanginya kurang","2","https://shp.ee/cusbn5v ","kecewa"
"250","Perfume Harmony","pengirimannya lama bgt, but aroma its oke untuk cewe","2","https://shp.ee/cusbn5v ","kecewa"
"251","Perfume Harmony","Barang nya pas datang dan dibuka sudah dalam kondisi pecah,gak ada sisa sama sekali cairan parfumnya,semua cairannya habis meneresap ke kardus parfumnya","1","https://shp.ee/cusbn5v ","kecewa"
"252","Perfume Harmony","Botol nya tidak ada yang pecah, tapi isinya kosong karena dibagian tutupnya tidak rapat.","1","https://shp.ee/cusbn5v ","kecewa"
"253","Perfume Harmony","Yg dipesan 7 botol tapi yg diterima cuma 5 botol saja yg Harmony.","1","https://shp.ee/cusbn5v ","kecewa"
"254","Perfume Harmony","kecewa banget beli parfum 3, yang satu pecah.","1","https://shp.ee/cusbn5v ","kecewa"
"255","Perfume Harmony","Saya pesan 2 ya kenapa yg roll cuma dikirim 1 ","1","https://shp.ee/cusbn5v ","kecewa"
"256","Perfume Harmony","Packaging nya cuma buble wrap 1 lapis dan plastik. Pas dibuka Botol parfum nya sudah pecah dan isinya sudah abis gak tersisa.","1","https://shp.ee/cusbn5v ","kecewa"
"257","Perfume Harmony","Barang nya pas datang dan dibuka sudah dalam kondisi pecah,gak ada sisa sama sekali cairan parfumnya,semua cairannya habis meneresap ke kardus parfumnya","1","https://shp.ee/cusbn5v ","kecewa"
"258","Perfume Harmony","wangi powder gitu, kalo kena matahari atau diruangan yg gak ber-AC jd ky bau matahari /bau badan","1","https://shp.ee/cusbn5v ","kecewa"
"259","Perfume Harmony","Pengiriman melebihi estimasi, estimasi diterima rabu tapi sampainya jumat, memang lebih murah tapi mending beli offline di store miniso nya, kecewa ","1","https://shp.ee/cusbn5v ","kecewa"
"260","Perfume Harmony","Produk pecah, dari awal datang juga sudah curiga karena paket basah.","1","https://shp.ee/cusbn5v ","kecewa"
"261","Sparkle Eau De Toilette Perfume","Wajib beli karena wanginya tahan lama dan manis","5","https://shp.ee/pmqfcy6 ","puas"
"262","Sparkle Eau De Toilette Perfume","wanginya enak, manis, tahan lama ","5","https://shp.ee/pmqfcy7","puas"
"263","Sparkle Eau De Toilette Perfume","Produk original dan harumnya tahan lama, pecinta aroma sweet wajib banget pilih varian ini. ","5","https://shp.ee/pmqfcy8","puas"
"264","Sparkle Eau De Toilette Perfume","Wangiii bangettt seger , ketahanan juga smpai 2 hari ttp wangii sukaa","5","https://shp.ee/pmqfcy9","puas"
"265","Sparkle Eau De Toilette Perfume","Kecil banget sih tapi lumayan wanginya, awet","4","https://shp.ee/pmqfcy10","puas"
"266","Sparkle Eau De Toilette Perfume","wangi bgtt sukaa si, tp syg nya aga kecil","4","https://shp.ee/pmqfcy11","puas"
"267","Sparkle Eau De Toilette Perfume","Suka wanginya,,seger gituu,mewah lagi tempatnya,,suka deh","3","https://shp.ee/pmqfcy12","puas"
"268","Sparkle Eau De Toilette Perfume","Gak terlalu suka sama wangi awalnya, manis banget jadi pusing","3","https://shp.ee/pmqfcy13","puas"
"269","Sparkle Eau De Toilette Perfume","Suka banget. Tapi sayang yang dateng ga sesuai yg dipesen","3","https://shp.ee/pmqfcy14","puas"
"270","Sparkle Eau De Toilette Perfume","Wanginya biasa, nyesal beli banyak kemaren","2","https://shp.ee/pmqfcy15","kecewa"
"271","Sparkle Eau De Toilette Perfume","Wangi nya enak tapi, packing nya kurang rapi, gak aman sampe parfum nya tumpah","2","https://shp.ee/pmqfcy16","kecewa"
"272","Sparkle Eau De Toilette Perfume","Tempatnya unik, lucu gitu. Tapi untuk wanginya aku gak terlalu suka. Terlalu menyengat padahal disemprot cuman sedikit","2","https://shp.ee/pmqfcy17","kecewa"
"273","Sparkle Eau De Toilette Perfume","wangi terlalu menyengat, barang dikirimkan tidak lengkap","2","https://shp.ee/pmqfcy18","kecewa"
"274","Sparkle Eau De Toilette Perfume","barangnya pecah","2","https://shp.ee/pmqfcy19","kecewa"
"275","Sparkle Eau De Toilette Perfume","Barang yang dikirim tidak sesuai pesanan","1","https://shp.ee/pmqfcy20","kecewa"
